,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
1446,,"[18,24]",Outras,Média,não,Não tenho experiência na área de dados,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,São Paulo (SP),0,0,0
1447,5000.0,"[25,30]",Outras,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Rio de Janeiro (RJ),0,0,0
1448,5000.0,"[25,30]",Engenheiro de Dados,Grande,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Minas Gerais (MG),0,0,0
1449,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1450,1000.0,"[31,40]",,Grande,sim,Menos de 1 ano,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1451,3500.0,"[25,30]",Analista de Dados,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1452,1000.0,"[31,40]",,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,0
1453,3500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),0,0,0
1454,14000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1455,7000.0,"[31,40]",,,sim,de 4 a 5 anos,Outras,Mestrado,Ciências Sociais,Setor Público,1,Rio Grande do Sul (RS),0,0,0
1456,5000.0,"[25,30]",Analista de BI,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,1,Minas Gerais (MG),1,0,1
1457,14000.0,"[31,40]",Outras,,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,Minas Gerais (MG),0,0,0
1458,1500.0,"[31,40]",Outras,,não,de 6 a 10 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1459,5000.0,"[25,30]",,Pequena,sim,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,Minas Gerais (MG),0,0,0
1460,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1461,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,0
1462,5000.0,"[31,40]",Outras,Grande,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),0,0,0
1463,5000.0,"[25,30]",Analista de Dados,,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,1,Santa Catarina (SC),1,0,0
1464,,"[18,24]",,,,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
1465,18000.0,"[31,40]",Outras,,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras Engenharias,Outras,1,Rio de Janeiro (RJ),0,0,0
1466,1000.0,"[41,50]",Analista de Dados,Pequena,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,0,1
1467,1000.0,"[31,40]",,,sim,de 6 a 10 anos,Outras,Mestrado,Outras Engenharias,Telecomunicação,1,Minas Gerais (MG),1,1,1
1468,3500.0,"[25,30]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1469,,"[18,24]",Outras,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Paraná (PR),0,0,0
1470,,"[18,24]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Rio de Janeiro (RJ),0,0,0
1471,3500.0,"[25,30]",Outras,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),0,0,0
1472,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
1473,5000.0,"[31,40]",Outras,Grande,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),1,1,1
1474,7000.0,"[25,30]",Engenheiro de Dados,,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Santa Catarina (SC),1,0,1
1475,,"[25,30]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,Rio de Janeiro (RJ),1,0,1
1476,18000.0,"[31,40]",,Pequena,sim,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Não tenho graduação formal,,Área da Saúde,1,São Paulo (SP),0,0,0
1477,3500.0,"[18,24]",Engenheiro de Dados,Pequena,não,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1478,18000.0,"[31,40]",,Média,sim,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,0,0,0
1479,14000.0,"[41,50]",,Pequena,sim,de 6 a 10 anos,Outras,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,0
1480,1000.0,"[25,30]",Engenheiro de Dados,Grande,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1481,5000.0,"[25,30]",Analista de BI,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Agronegócios,1,Minas Gerais (MG),0,0,0
1482,,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Minas Gerais (MG),1,1,1
1483,14000.0,"[25,30]",Cientista de Dados,Grande,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1484,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1485,5000.0,"[18,24]",,Pequena,sim,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1486,1500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),0,0,0
1487,3500.0,"[25,30]",Analista de BI,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Paraná (PR),0,0,0
1488,1500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Setor Alimentício,1,Minas Gerais (MG),0,0,0
1489,3500.0,"[18,24]",Analista de Dados,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,,1,0,1
1490,1500.0,"[25,30]",,Pequena,sim,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,1,1
1491,3500.0,"[25,30]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1492,7000.0,"[18,24]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Alimentício,1,São Paulo (SP),1,0,1
1493,,"[31,40]",,Pequena,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1494,1000.0,"[31,40]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Mestrado,Outras Engenharias,Outras,1,São Paulo (SP),0,1,1
1495,5000.0,"[25,30]",Cientista de Dados,,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1496,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,0,,1,0,0
1497,3500.0,"[31,40]",Engenheiro de Dados,Grande,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,1
1498,5000.0,"[18,24]",Cientista de Dados,,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1499,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
1500,,"[18,24]",Analista de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,1
1501,5000.0,"[31,40]",,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,1,1
1502,1500.0,"[18,24]",Analista de BI,Pequena,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1503,3500.0,"[25,30]",Cientista de Dados,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras,Outras,1,Minas Gerais (MG),1,0,1
1504,,"[25,30]",Analista de BI,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Agronegócios,1,Rio Grande do Sul (RS),0,0,0
1505,3500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1506,7000.0,"[31,40]",,Grande,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,São Paulo (SP),1,0,1
1507,1500.0,"[18,24]",Analista de BI,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,1
1508,,"[18,24]",Analista de Dados,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1509,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras,,1,,0,0,0
1510,5000.0,"[25,30]",Analista de Dados,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Ciências Sociais,Educação,1,São Paulo (SP),1,0,1
1511,5000.0,"[25,30]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),1,1,1
1512,,"[31,40]",,,,Não tenho experiência na área de dados,Outras,Doutorado ou Phd,Outras Engenharias,,1,Minas Gerais (MG),1,1,0
1513,250000.0,"[31,40]",,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Rio de Janeiro (RJ),0,0,0
1514,,"[25,30]",,,,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,,1,São Paulo (SP),1,0,0
1515,14000.0,"[31,40]",,Grande,sim,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,1,0,1
1516,1000.0,"[31,40]",Analista de BI,Grande,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1517,1000.0,"[31,40]",,Pequena,sim,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,São Paulo (SP),1,1,0
1518,5000.0,"[25,30]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Ciências Sociais,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
1519,7000.0,"[31,40]",Engenheiro de Dados,,não,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Santa Catarina (SC),1,0,1
1520,3500.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,0,0,0
1521,,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1522,5000.0,"[31,40]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,0,0,0
1523,7000.0,"[25,30]",,Pequena,sim,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,São Paulo (SP),1,0,0
1524,1500.0,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1525,1000.0,"[31,40]",,Média,sim,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1526,5000.0,"[25,30]",,Média,sim,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1527,14000.0,"[31,40]",Analista de Dados,Grande,não,de 6 a 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1528,7000.0,"[31,40]",,Média,sim,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,,1,1,1
1529,,"[18,24]",Desenvolvedor/Engenheiro de Software,,não,de 1 a 2 anos,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1530,,"[18,24]",,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,,0,1,0
1531,1500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Grande,não,Não tenho experiência na área de dados,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1532,3500.0,"[25,30]",Analista de Dados,Média,não,de 4 a 5 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,Setor Público,1,Rio de Janeiro (RJ),1,1,1
1533,,"[25,30]",,Pequena,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),0,0,0
1534,,"[25,30]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,0,0
1535,1000.0,"[25,30]",,Média,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outras,1,Rio de Janeiro (RJ),0,0,0
1536,3500.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,0,0,0
1537,5000.0,"[18,24]",,Média,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1538,,"[41,50]",,,,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,0,,1,1,0
1539,7000.0,"[25,30]",Engenheiro de Dados,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Paraná (PR),0,0,0
1540,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1541,,"[18,24]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,1,,1,1,0
1542,,"[18,24]",Analista de Dados,,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1543,1000.0,"[25,30]",Engenheiro de Dados,Grande,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1544,3500.0,"[25,30]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1545,14000.0,"[31,40]",Cientista de Dados,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,0,,1,1,1
