,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
1304,1500.0,,Cientista de Dados,Pequena,não,Mais de 10 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Outras,1,São Paulo (SP),1,0,0
1305,7000.0,"[25,30]",Outras,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,São Paulo (SP),0,0,0
1306,5000.0,"[18,24]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1307,14000.0,"[41,50]",,Pequena,sim,Mais de 10 anos,Outras,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,1,São Paulo (SP),1,1,1
1308,,"[31,40]",Engenheiro de Dados,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1309,7000.0,"[31,40]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1310,3500.0,"[31,40]",Desenvolvedor/Engenheiro de Software,,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Rio de Janeiro (RJ),0,0,0
1311,7000.0,"[25,30]",,Pequena,sim,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,,0,0,0
1312,5000.0,"[25,30]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Rio de Janeiro (RJ),1,0,1
1313,,"[25,30]",Analista de BI,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Telecomunicação,1,São Paulo (SP),0,0,0
1314,1000.0,"[31,40]",Analista de Dados,Média,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Seguros ou Previdência,1,São Paulo (SP),0,0,1
1315,,"[25,30]",,,,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,1,Minas Gerais (MG),1,1,0
1316,7000.0,"[41,50]",,Pequena,sim,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1317,5000.0,"[25,30]",Analista de Dados,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Paraná (PR),1,1,1
1318,5000.0,"[25,30]",,Média,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),1,1,1
1319,5000.0,"[18,24]",Engenheiro de Dados,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1320,1000.0,"[18,24]",,Pequena,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1321,5000.0,"[25,30]",Analista de BI,Média,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Rio de Janeiro (RJ),0,0,0
1322,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,0,,1,0,1
1323,1000.0,"[25,30]",Cientista de Dados,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,1,1
1324,3500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),1,São Paulo (SP),0,0,0
1325,5000.0,"[25,30]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Rio de Janeiro (RJ),1,0,1
1326,3500.0,"[18,24]",Analista de Negócios,Média,não,de 1 a 2 anos,Outras,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,1,Minas Gerais (MG),0,0,0
1327,7000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1328,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),1,0,1
1329,5000.0,"[18,24]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),1,0,1
1330,1000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1331,,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,0,0,0
1332,5000.0,"[31,40]",,Pequena,sim,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1333,1000.0,"[31,40]",,Pequena,sim,de 1 a 2 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,,0,0,0
1334,5000.0,"[18,24]",Cientista de Dados,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1335,1500.0,"[25,30]",Outras,Grande,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Outras,Setor Público,1,São Paulo (SP),0,0,0
1336,7000.0,"[25,30]",Engenheiro de Dados,Média,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Paraná (PR),1,0,1
1337,250000.0,"[31,40]",Engenheiro de Dados,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,0,,1,1,1
1338,1500.0,"[18,24]",Cientista de Dados,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,0
1339,5000.0,"[31,40]",,,sim,Menos de 1 ano,Outras,Estudante de Graduação,Outras,Setor Público,1,,0,0,0
1340,7000.0,"[25,30]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,0
1341,18000.0,"[31,40]",,,sim,Menos de 1 ano,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),0,0,0
1342,5000.0,"[18,24]",,,sim,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,Paraná (PR),1,0,1
1343,,"[18,24]",,,,Menos de 1 ano,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,,1,Rio de Janeiro (RJ),1,1,1
1344,3500.0,"[18,24]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,São Paulo (SP),0,0,0
1345,,"[25,30]",Analista de BI,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Varejo,1,,0,0,0
1346,14000.0,"[31,40]",,,sim,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1347,7000.0,"[31,40]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1348,5000.0,"[31,40]",Outras,Pequena,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,São Paulo (SP),0,0,0
1349,5000.0,"[31,40]",,Pequena,sim,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Santa Catarina (SC),0,0,0
1350,,"[25,30]",,,,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
1351,3500.0,"[25,30]",Analista de Negócios,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Minas Gerais (MG),0,0,0
1352,1000.0,"[31,40]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Área da Saúde,1,São Paulo (SP),1,0,1
1353,3500.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,1,Minas Gerais (MG),1,1,1
1354,5000.0,"[25,30]",Outras,,não,de 2 a 3 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1355,,"[18,24]",Engenheiro de Dados,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1356,5000.0,"[25,30]",Analista de Negócios,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Rio Grande do Sul (RS),1,0,0
1357,1000.0,"[25,30]",Cientista de Dados,Média,não,de 4 a 5 anos,Outras,Doutorado ou Phd,Outras,,0,,1,1,1
1358,1000.0,"[31,40]",Engenheiro de Dados,Grande,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,1,1
1359,1000.0,"[31,40]",Analista de BI,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,1,1
1360,5000.0,"[25,30]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Rio Grande do Sul (RS),0,0,0
1361,,"[18,24]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Minas Gerais (MG),1,1,1
1362,3500.0,"[18,24]",,Grande,sim,de 1 a 2 anos,Outras,Pós-graduação,Ciências Sociais,Internet/Ecommerce,1,Rio de Janeiro (RJ),1,0,1
1363,,"[25,30]",,,,de 1 a 2 anos,Outras,Doutorado ou Phd,Outras,,1,,1,1,0
1364,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Pequena,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1365,5000.0,"[31,40]",Outras,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,São Paulo (SP),0,0,0
1366,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
1367,7000.0,"[31,40]",,Grande,sim,de 2 a 3 anos,Outras,Pós-graduação,Outras,,1,São Paulo (SP),0,0,0
1368,1000.0,"[25,30]",Cientista de Dados,Média,não,Mais de 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
1369,,"[25,30]",Outras,Grande,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Rio de Janeiro (RJ),1,0,1
1370,7000.0,"[31,40]",Outras,Pequena,sim,Menos de 1 ano,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Marketing,1,,0,0,0
1371,5000.0,"[31,40]",Analista de Dados,,não,de 4 a 5 anos,Outras,Pós-graduação,Ciências Sociais,Outras,1,Rio de Janeiro (RJ),1,1,1
1372,1000.0,"[31,40]",Outras,Média,não,Mais de 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,1,São Paulo (SP),0,0,0
1373,,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Minas Gerais (MG),0,0,0
1374,,"[25,30]",Outras,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Varejo,1,Minas Gerais (MG),0,0,0
1375,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
1376,7000.0,"[31,40]",,,sim,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),0,0,1
1377,,"[25,30]",Outras,,não,Não tenho experiência na área de dados,Estagiário,Pós-graduação,Outras,Finanças ou Bancos,1,Minas Gerais (MG),0,0,0
1378,1000.0,"[25,30]",Cientista de Dados,Grande,não,de 2 a 3 anos,Outras,Pós-graduação,Outras Engenharias,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1379,5000.0,"[25,30]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,1,Espírito Santo (ES),1,0,1
1380,5000.0,"[25,30]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1381,,,Outras,,não,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Prefiro não informar,,Área da Saúde,1,Espírito Santo (ES),0,0,0
1382,,"[18,24]",Desenvolvedor/Engenheiro de Software,,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,,0,0,0
1383,1000.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Mestrado,Outras Engenharias,Área da Saúde,1,São Paulo (SP),1,0,1
1384,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,,1,0,1
1385,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Outras,Pós-graduação,Outras,Área da Saúde,1,São Paulo (SP),1,0,1
1386,,"[25,30]",,,,de 4 a 5 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,,1,Minas Gerais (MG),1,0,0
1387,,"[31,40]",,,,de 1 a 2 anos,Outras,Doutorado ou Phd,Outras,,1,São Paulo (SP),1,0,0
1388,1000.0,"[25,30]",Engenheiro de Dados,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,1
1389,3500.0,"[25,30]",,Média,sim,de 2 a 3 anos,Outras,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Outras,1,Minas Gerais (MG),0,0,1
1390,1500.0,"[31,40]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,,0,0,0
1391,22500.0,"[31,40]",Engenheiro de Dados,Pequena,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1392,,"[18,24]",,,,de 2 a 3 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,1,,1,1,0
1393,5000.0,"[31,40]",Analista de Dados,Pequena,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1394,7000.0,"[41,50]",Cientista de Dados,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1395,,"[41,50]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
1396,,"[18,24]",Cientista de Dados,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),1,0,1
1397,3500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,São Paulo (SP),0,0,0
1398,1000.0,"[31,40]",,Pequena,sim,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Minas Gerais (MG),0,0,0
1399,,"[31,40]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,,1,,1,0,1
1400,7000.0,"[31,40]",,Média,sim,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1401,5000.0,"[25,30]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),1,0,1
1402,5000.0,"[31,40]",Outras,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),0,0,0
1403,1000.0,"[31,40]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Outras,Outras,1,,0,0,0
1404,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Seguros ou Previdência,1,São Paulo (SP),0,0,0
1405,1000.0,"[41,50]",Outras,,não,de 2 a 3 anos,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),1,1,1
1406,7000.0,"[25,30]",Outras,Pequena,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Outras,Internet/Ecommerce,1,Minas Gerais (MG),0,0,0
1407,14000.0,"[31,40]",Cientista de Dados,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,1,1
1408,3500.0,"[25,30]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1409,1000.0,"[31,40]",Analista de BI,Média,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1410,,"[18,24]",Outras,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,,0,0,0
1411,1000.0,"[25,30]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1412,1000.0,"[25,30]",Engenheiro de Dados,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1413,22500.0,"[25,30]",Outras,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,0,,0,0,0
1414,1500.0,"[18,24]",Cientista de Dados,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1415,1000.0,"[31,40]",Cientista de Dados,Grande,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Outras,1,São Paulo (SP),1,1,1
1416,1500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1417,1000.0,"[25,30]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,0
1418,,"[25,30]",,,,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,0,,0,1,0
1419,1500.0,"[25,30]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,,0,0,1
1420,3500.0,"[25,30]",Analista de BI,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1421,3500.0,"[25,30]",Analista de BI,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Minas Gerais (MG),1,0,1
1422,5000.0,"[25,30]",Analista de BI,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1423,7000.0,"[25,30]",Analista de Dados,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1424,1500.0,"[18,24]",Outras,Pequena,não,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1425,3500.0,"[25,30]",Outras,,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1426,,"[25,30]",Cientista de Dados,Pequena,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),1,0,1
1427,5000.0,"[31,40]",,Pequena,sim,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras Engenharias,Outras,1,São Paulo (SP),0,0,0
1428,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),1,0,1
1429,7000.0,"[25,30]",Analista de Dados,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,1
1430,7000.0,"[31,40]",Engenheiro de Dados,Grande,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,0,0,0
1431,1500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Entretenimento ou Esportes,1,Rio de Janeiro (RJ),1,0,1
1432,3500.0,"[25,30]",Analista de Dados,Pequena,não,de 1 a 2 anos,Outras,Mestrado,Outras Engenharias,Área da Saúde,1,São Paulo (SP),1,0,0
1433,3500.0,"[25,30]",Analista de BI,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,0,1
1434,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Outras Engenharias,,1,São Paulo (SP),0,0,0
1435,1000.0,"[25,30]",,Média,sim,de 4 a 5 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1436,,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1437,5000.0,"[25,30]",Analista de BI,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1438,1000.0,"[25,30]",,Pequena,sim,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1439,5000.0,"[25,30]",Outras,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1440,,"[31,40]",,,,Não tenho experiência na área de dados,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,1,São Paulo (SP),0,0,0
1441,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Minas Gerais (MG),0,0,0
1442,1000.0,"[25,30]",Analista de BI,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Minas Gerais (MG),0,0,1
1443,7000.0,"[25,30]",,Média,sim,Menos de 1 ano,Outras,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Outras,1,São Paulo (SP),0,0,0
1444,7000.0,"[25,30]",,Média,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1445,5000.0,"[31,40]",Analista de Dados,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Outras,Marketing,1,São Paulo (SP),1,1,1
